Sequence_ID,Sim_95,Sim_90,Sim_70,Sim_50,Sim_40,Sim_30
EColi4861_0,C95_EColi4861_0,C90_EColi4861_0,C70_EColi4861_0,C50_EColi4861_0,C40_EColi4861_0,C30_EColi2770_0
EColi4862_0,C95_EColi4862_0,C90_EColi4862_0,C70_EColi4862_0,C50_EColi4862_0,C40_EColi4862_0,C30_EColi4862_0
EColi4863_1,C95_EColi4863_1,C90_EColi4863_1,C70_EColi4863_1,C50_EColi4863_1,C40_EColi4863_1,C30_EColi1308_0
EColi4864_0,C95_EColi4864_0,C90_EColi4864_0,C70_EColi4864_0,C50_EColi4864_0,C40_EColi4864_0,C30_EColi4864_0
EColi4865_0,C95_EColi4865_0,C90_EColi4865_0,C70_EColi4865_0,C50_EColi4865_0,C40_EColi4865_0,C30_EColi4865_0
EColi4866_2,C95_EColi4866_2,C90_EColi4866_2,C70_EColi4866_2,C50_EColi4866_2,C40_EColi4866_2,C30_EColi4866_2
EColi4867_0,C95_EColi4867_0,C90_EColi4867_0,C70_EColi4867_0,C50_EColi4867_0,C40_EColi100_0,C30_EColi1596_1
EColi4868_2,C95_EColi4868_2,C90_EColi4868_2,C70_EColi4868_2,C50_EColi4868_2,C40_EColi4868_2,C30_EColi4868_2
EColi4869_2,C95_EColi4869_2,C90_EColi4869_2,C70_EColi4869_2,C50_EColi4869_2,C40_EColi4869_2,C30_EColi4869_2
EColi4870_2,C95_EColi4870_2,C90_EColi4870_2,C70_EColi4870_2,C50_EColi4870_2,C40_EColi4870_2,C30_EColi2811_1
EColi4871_0,C95_EColi4871_0,C90_EColi4871_0,C70_EColi4871_0,C50_EColi4871_0,C40_EColi3391_1,C30_EColi3391_1
EColi4872_0,C95_EColi4872_0,C90_EColi4872_0,C70_EColi4872_0,C50_EColi5213_1,C40_EColi3177_1,C30_EColi3177_1
EColi4873_0,C95_EColi4873_0,C90_EColi4873_0,C70_EColi4873_0,C50_EColi4873_0,C40_EColi4873_0,C30_EColi6286_1
EColi4874_2,C95_EColi4874_2,C90_EColi4874_2,C70_EColi4874_2,C50_EColi4874_2,C40_EColi4874_2,C30_EColi4874_2
EColi4875_2,C95_EColi4875_2,C90_EColi4875_2,C70_EColi4875_2,C50_EColi4875_2,C40_EColi4875_2,C30_EColi5890_0
EColi4876_0,C95_EColi4876_0,C90_EColi4876_0,C70_EColi4876_0,C50_EColi4876_0,C40_EColi4876_0,C30_EColi4876_0
EColi4877_0,C95_EColi4877_0,C90_EColi4877_0,C70_EColi4877_0,C50_EColi4877_0,C40_EColi4877_0,C30_EColi5443_0
EColi4878_0,C95_EColi4878_0,C90_EColi4878_0,C70_EColi4878_0,C50_EColi4878_0,C40_EColi3188_2,C30_EColi3188_2
EColi4879_2,C95_EColi4879_2,C90_EColi4879_2,C70_EColi4879_2,C50_EColi827_2,C40_EColi1370_0,C30_EColi827_2
EColi4880_2,C95_EColi4880_2,C90_EColi4880_2,C70_EColi4880_2,C50_EColi4880_2,C40_EColi4880_2,C30_EColi5855_0
EColi4881_2,C95_EColi4881_2,C90_EColi4881_2,C70_EColi4881_2,C50_EColi4881_2,C40_EColi6312_1,C30_EColi6312_1
EColi4882_2,C95_EColi4882_2,C90_EColi4882_2,C70_EColi4882_2,C50_EColi4882_2,C40_EColi4882_2,C30_EColi4882_2
EColi4883_0,C95_EColi4883_0,C90_EColi4883_0,C70_EColi4883_0,C50_EColi4883_0,C40_EColi4883_0,C30_EColi4883_0
EColi4884_0,C95_EColi4884_0,C90_EColi4884_0,C70_EColi4884_0,C50_EColi3238_0,C40_EColi3238_0,C30_EColi3355_0
EColi4885_0,C95_EColi4885_0,C90_EColi4885_0,C70_EColi4885_0,C50_EColi4562_0,C40_EColi5506_0,C30_EColi5506_0
EColi4886_0,C95_EColi4886_0,C90_EColi4886_0,C70_EColi4886_0,C50_EColi4886_0,C40_EColi675_0,C30_EColi863_0
EColi4887_2,C95_EColi4887_2,C90_EColi4887_2,C70_EColi4887_2,C50_EColi4887_2,C40_EColi1807_2,C30_EColi4887_2
EColi4888_1,C95_EColi4888_1,C90_EColi4888_1,C70_EColi4888_1,C50_EColi4888_1,C40_EColi4888_1,C30_EColi4888_1
EColi4889_2,C95_EColi4889_2,C90_EColi4889_2,C70_EColi4889_2,C50_EColi5101_1,C40_EColi5101_1,C30_EColi5101_1
EColi4890_2,C95_EColi4890_2,C90_EColi4890_2,C70_EColi4890_2,C50_EColi4890_2,C40_EColi4890_2,C30_EColi4890_2
EColi4891_2,C95_EColi4891_2,C90_EColi4891_2,C70_EColi4891_2,C50_EColi290_0,C40_EColi290_0,C30_EColi290_0
EColi4892_2,C95_EColi4892_2,C90_EColi4892_2,C70_EColi4892_2,C50_EColi4892_2,C40_EColi4892_2,C30_EColi4794_2
EColi4893_2,C95_EColi4893_2,C90_EColi4893_2,C70_EColi4893_2,C50_EColi305_2,C40_EColi305_2,C30_EColi1664_0
EColi4894_2,C95_EColi4894_2,C90_EColi4894_2,C70_EColi4894_2,C50_EColi4894_2,C40_EColi4894_2,C30_EColi4894_2
EColi4895_2,C95_EColi4895_2,C90_EColi4895_2,C70_EColi4895_2,C50_EColi4895_2,C40_EColi4895_2,C30_EColi4895_2
EColi4896_0,C95_EColi4896_0,C90_EColi4896_0,C70_EColi4896_0,C50_EColi5453_0,C40_EColi5453_0,C30_EColi5453_0
EColi4897_2,C95_EColi4897_2,C90_EColi4897_2,C70_EColi4897_2,C50_EColi4897_2,C40_EColi4897_2,C30_EColi4897_2
EColi4898_2,C95_EColi4898_2,C90_EColi4898_2,C70_EColi4898_2,C50_EColi4898_2,C40_EColi4898_2,C30_EColi4898_2
EColi4899_1,C95_EColi4899_1,C90_EColi4899_1,C70_EColi4899_1,C50_EColi4899_1,C40_EColi2172_1,C30_EColi2172_1
EColi5000_1,C95_EColi5000_1,C90_EColi5000_1,C70_EColi5000_1,C50_EColi5000_1,C40_EColi5000_1,C30_EColi5000_1
EColi5001_2,C95_EColi5001_2,C90_EColi5001_2,C70_EColi5001_2,C50_EColi5001_2,C40_EColi5001_2,C30_EColi5855_0
EColi5002_0,C95_EColi5002_0,C90_EColi5002_0,C70_EColi5002_0,C50_EColi5002_0,C40_EColi4196_0,C30_EColi4196_0
EColi5003_0,C95_EColi5003_0,C90_EColi5003_0,C70_EColi5003_0,C50_EColi5003_0,C40_EColi5003_0,C30_EColi3606_2
EColi5004_2,C95_EColi5004_2,C90_EColi5004_2,C70_EColi5004_2,C50_EColi5004_2,C40_EColi5004_2,C30_EColi5004_2
EColi5005_1,C95_EColi5005_1,C90_EColi5005_1,C70_EColi5005_1,C50_EColi5005_1,C40_EColi5005_1,C30_EColi5005_1
EColi5006_0,C95_EColi5006_0,C90_EColi5006_0,C70_EColi5006_0,C50_EColi5006_0,C40_EColi5006_0,C30_EColi5006_0
EColi5007_0,C95_EColi5007_0,C90_EColi5007_0,C70_EColi5007_0,C50_EColi5007_0,C40_EColi5007_0,C30_EColi5007_0
EColi5008_1,C95_EColi5008_1,C90_EColi5008_1,C70_EColi5008_1,C50_EColi5008_1,C40_EColi2136_0,C30_EColi2136_0
EColi5009_0,C95_EColi5009_0,C90_EColi5009_0,C70_EColi5009_0,C50_EColi5009_0,C40_EColi5009_0,C30_EColi5009_0
EColi5010_1,C95_EColi5010_1,C90_EColi5010_1,C70_EColi5010_1,C50_EColi5010_1,C40_EColi5010_1,C30_EColi5010_1
EColi5011_0,C95_EColi5011_0,C90_EColi5011_0,C70_EColi5011_0,C50_EColi5011_0,C40_EColi3360_1,C30_EColi3360_1
EColi5012_1,C95_EColi5012_1,C90_EColi5012_1,C70_EColi5012_1,C50_EColi5012_1,C40_EColi5012_1,C30_EColi5012_1
EColi5013_2,C95_EColi5013_2,C90_EColi5013_2,C70_EColi5013_2,C50_EColi5013_2,C40_EColi5013_2,C30_EColi5013_2
EColi5014_1,C95_EColi5014_1,C90_EColi5014_1,C70_EColi5014_1,C50_EColi5014_1,C40_EColi5015_2,C30_EColi2048_2
EColi5015_2,C95_EColi5015_2,C90_EColi5015_2,C70_EColi5015_2,C50_EColi5015_2,C40_EColi5015_2,C30_EColi2048_2
EColi5016_0,C95_EColi5016_0,C90_EColi5016_0,C70_EColi5016_0,C50_EColi4903_0,C40_EColi913_2,C30_EColi913_2
EColi5017_0,C95_EColi5017_0,C90_EColi5017_0,C70_EColi5017_0,C50_EColi5017_0,C40_EColi5017_0,C30_EColi5046_0
EColi5018_2,C95_EColi5018_2,C90_EColi5018_2,C70_EColi5018_2,C50_EColi4772_2,C40_EColi4670_2,C30_EColi4670_2
EColi5019_2,C95_EColi5019_2,C90_EColi5019_2,C70_EColi5019_2,C50_EColi5019_2,C40_EColi5019_2,C30_EColi5019_2
EColi5020_0,C95_EColi5020_0,C90_EColi5020_0,C70_EColi5020_0,C50_EColi5020_0,C40_EColi5020_0,C30_EColi81_1
EColi5021_1,C95_EColi5021_1,C90_EColi5021_1,C70_EColi5021_1,C50_EColi5021_1,C40_EColi5021_1,C30_EColi5021_1
EColi5022_0,C95_EColi5022_0,C90_EColi5022_0,C70_EColi5022_0,C50_EColi5022_0,C40_EColi5022_0,C30_EColi5022_0
EColi5023_0,C95_EColi5023_0,C90_EColi5023_0,C70_EColi5023_0,C50_EColi5023_0,C40_EColi5023_0,C30_EColi5023_0
EColi5024_0,C95_EColi5024_0,C90_EColi5024_0,C70_EColi5024_0,C50_EColi5024_0,C40_EColi5024_0,C30_EColi5024_0
EColi5025_1,C95_EColi5025_1,C90_EColi5025_1,C70_EColi5025_1,C50_EColi5025_1,C40_EColi5025_1,C30_EColi5025_1
EColi5026_0,C95_EColi5026_0,C90_EColi5026_0,C70_EColi5026_0,C50_EColi5026_0,C40_EColi5026_0,C30_EColi1945_1
EColi5027_0,C95_EColi5027_0,C90_EColi5027_0,C70_EColi5027_0,C50_EColi5027_0,C40_EColi5027_0,C30_EColi5027_0
EColi5028_0,C95_EColi5028_0,C90_EColi5028_0,C70_EColi5028_0,C50_EColi5028_0,C40_EColi5028_0,C30_EColi5432_0
EColi5029_1,C95_EColi5029_1,C90_EColi5029_1,C70_EColi5029_1,C50_EColi5029_1,C40_EColi1411_2,C30_EColi6064_0
EColi5030_1,C95_EColi5030_1,C90_EColi5030_1,C70_EColi5030_1,C50_EColi5030_1,C40_EColi2723_2,C30_EColi2723_2
EColi5031_0,C95_EColi5031_0,C90_EColi5031_0,C70_EColi5031_0,C50_EColi5031_0,C40_EColi5031_0,C30_EColi5031_0
EColi5032_2,C95_EColi5032_2,C90_EColi5032_2,C70_EColi5032_2,C50_EColi5032_2,C40_EColi5032_2,C30_EColi5032_2
EColi5033_2,C95_EColi5033_2,C90_EColi5033_2,C70_EColi5033_2,C50_EColi5033_2,C40_EColi5033_2,C30_EColi5033_2
EColi5034_0,C95_EColi5034_0,C90_EColi5034_0,C70_EColi5034_0,C50_EColi5034_0,C40_EColi5034_0,C30_EColi5034_0
EColi5035_0,C95_EColi5035_0,C90_EColi5035_0,C70_EColi5035_0,C50_EColi5035_0,C40_EColi5035_0,C30_EColi5035_0
EColi5036_1,C95_EColi5036_1,C90_EColi5036_1,C70_EColi5036_1,C50_EColi5036_1,C40_EColi4136_1,C30_EColi4136_1
EColi5037_1,C95_EColi5037_1,C90_EColi5037_1,C70_EColi5037_1,C50_EColi5037_1,C40_EColi5037_1,C30_EColi1778_2
EColi5038_1,C95_EColi5038_1,C90_EColi5038_1,C70_EColi5038_1,C50_EColi5038_1,C40_EColi5038_1,C30_EColi5038_1
EColi5039_2,C95_EColi5039_2,C90_EColi5039_2,C70_EColi5039_2,C50_EColi5039_2,C40_EColi5039_2,C30_EColi5039_2
EColi5040_2,C95_EColi5040_2,C90_EColi5040_2,C70_EColi5040_2,C50_EColi5040_2,C40_EColi5040_2,C30_EColi5067_0
EColi5041_2,C95_EColi5041_2,C90_EColi5041_2,C70_EColi5041_2,C50_EColi5041_2,C40_EColi5041_2,C30_EColi5041_2
EColi5042_2,C95_EColi5042_2,C90_EColi5042_2,C70_EColi5042_2,C50_EColi5042_2,C40_EColi3850_0,C30_EColi3850_0
EColi5043_0,C95_EColi5043_0,C90_EColi5043_0,C70_EColi5043_0,C50_EColi5043_0,C40_EColi5043_0,C30_EColi5043_0
EColi5044_1,C95_EColi5044_1,C90_EColi5044_1,C70_EColi5044_1,C50_EColi5044_1,C40_EColi5044_1,C30_EColi5044_1
EColi5045_2,C95_EColi5045_2,C90_EColi5045_2,C70_EColi5045_2,C50_EColi1652_1,C40_EColi1652_1,C30_EColi1652_1
EColi5046_0,C95_EColi5046_0,C90_EColi5046_0,C70_EColi5046_0,C50_EColi5046_0,C40_EColi5046_0,C30_EColi5046_0
EColi5047_0,C95_EColi5047_0,C90_EColi5047_0,C70_EColi5047_0,C50_EColi5047_0,C40_EColi5047_0,C30_EColi5047_0
EColi5048_1,C95_EColi5048_1,C90_EColi5048_1,C70_EColi5048_1,C50_EColi5048_1,C40_EColi5048_1,C30_EColi5048_1
EColi5049_0,C95_EColi5049_0,C90_EColi5049_0,C70_EColi5049_0,C50_EColi4903_0,C40_EColi913_2,C30_EColi913_2
EColi5050_1,C95_EColi5050_1,C90_EColi5050_1,C70_EColi5050_1,C50_EColi3473_2,C40_EColi3473_2,C30_EColi3473_2
EColi5051_2,C95_EColi5051_2,C90_EColi5051_2,C70_EColi5051_2,C50_EColi5051_2,C40_EColi1607_1,C30_EColi3083_2
EColi5052_1,C95_EColi5052_1,C90_EColi5052_1,C70_EColi5052_1,C50_EColi5052_1,C40_EColi5052_1,C30_EColi5052_1
EColi5053_0,C95_EColi5053_0,C90_EColi5053_0,C70_EColi5053_0,C50_EColi5053_0,C40_EColi5053_0,C30_EColi5053_0
EColi5054_2,C95_EColi5054_2,C90_EColi5054_2,C70_EColi5054_2,C50_EColi5054_2,C40_EColi5054_2,C30_EColi5054_2
EColi5055_1,C95_EColi5055_1,C90_EColi5055_1,C70_EColi5055_1,C50_EColi5888_1,C40_EColi5888_1,C30_EColi5888_1
EColi5056_1,C95_EColi5056_1,C90_EColi5056_1,C70_EColi5056_1,C50_EColi5056_1,C40_EColi1059_2,C30_EColi1059_2
EColi5057_2,C95_EColi5057_2,C90_EColi5057_2,C70_EColi5057_2,C50_EColi605_2,C40_EColi2305_2,C30_EColi2305_2
EColi5058_1,C95_EColi5058_1,C90_EColi5058_1,C70_EColi5058_1,C50_EColi5058_1,C40_EColi5058_1,C30_EColi5058_1
EColi5059_2,C95_EColi5059_2,C90_EColi5059_2,C70_EColi5059_2,C50_EColi554_0,C40_EColi554_0,C30_EColi554_0
EColi5060_1,C95_EColi5060_1,C90_EColi5060_1,C70_EColi5060_1,C50_EColi5060_1,C40_EColi4332_1,C30_EColi5712_2
EColi5061_1,C95_EColi5061_1,C90_EColi5061_1,C70_EColi5061_1,C50_EColi5061_1,C40_EColi5061_1,C30_EColi5061_1
EColi5062_1,C95_EColi5062_1,C90_EColi5062_1,C70_EColi5062_1,C50_EColi5062_1,C40_EColi5062_1,C30_EColi5062_1
EColi5063_1,C95_EColi5063_1,C90_EColi5063_1,C70_EColi5063_1,C50_EColi3235_2,C40_EColi2021_2,C30_EColi6029_0
EColi5064_1,C95_EColi5064_1,C90_EColi5064_1,C70_EColi5064_1,C50_EColi5064_1,C40_EColi5064_1,C30_EColi2273_2
EColi5065_0,C95_EColi5065_0,C90_EColi5065_0,C70_EColi5065_0,C50_EColi5065_0,C40_EColi5065_0,C30_EColi5065_0
EColi5066_1,C95_EColi5066_1,C90_EColi5066_1,C70_EColi5066_1,C50_EColi5066_1,C40_EColi627_0,C30_EColi627_0
EColi5067_0,C95_EColi5067_0,C90_EColi5067_0,C70_EColi5067_0,C50_EColi5067_0,C40_EColi5067_0,C30_EColi5067_0
EColi5068_0,C95_EColi5068_0,C90_EColi5068_0,C70_EColi5068_0,C50_EColi5068_0,C40_EColi5068_0,C30_EColi2281_0
EColi5069_0,C95_EColi5069_0,C90_EColi5069_0,C70_EColi5069_0,C50_EColi5069_0,C40_EColi5251_1,C30_EColi5251_1
EColi5070_0,C95_EColi5070_0,C90_EColi5070_0,C70_EColi5070_0,C50_EColi5070_0,C40_EColi5070_0,C30_EColi5070_0
EColi5071_0,C95_EColi5071_0,C90_EColi5071_0,C70_EColi5071_0,C50_EColi5071_0,C40_EColi5071_0,C30_EColi5071_0
EColi5072_1,C95_EColi5072_1,C90_EColi5072_1,C70_EColi5072_1,C50_EColi5072_1,C40_EColi5072_1,C30_EColi6074_2
EColi5073_2,C95_EColi5073_2,C90_EColi5073_2,C70_EColi5073_2,C50_EColi3478_2,C40_EColi3478_2,C30_EColi3478_2
EColi5074_2,C95_EColi5074_2,C90_EColi5074_2,C70_EColi5074_2,C50_EColi541_2,C40_EColi541_2,C30_EColi541_2
EColi5075_1,C95_EColi5075_1,C90_EColi5075_1,C70_EColi5075_1,C50_EColi5075_1,C40_EColi5075_1,C30_EColi1647_1
EColi5076_1,C95_EColi5076_1,C90_EColi5076_1,C70_EColi5076_1,C50_EColi5076_1,C40_EColi5076_1,C30_EColi5076_1
EColi5077_0,C95_EColi5077_0,C90_EColi5077_0,C70_EColi5077_0,C50_EColi5077_0,C40_EColi5077_0,C30_EColi4302_0
EColi5078_0,C95_EColi5078_0,C90_EColi5078_0,C70_EColi5078_0,C50_EColi5078_0,C40_EColi5078_0,C30_EColi5078_0
EColi5079_0,C95_EColi5079_0,C90_EColi5079_0,C70_EColi5079_0,C50_EColi5079_0,C40_EColi5079_0,C30_EColi5079_0
EColi5080_0,C95_EColi5080_0,C90_EColi5080_0,C70_EColi5080_0,C50_EColi5080_0,C40_EColi5080_0,C30_EColi1469_2
EColi5081_0,C95_EColi5081_0,C90_EColi5081_0,C70_EColi5081_0,C50_EColi5081_0,C40_EColi5081_0,C30_EColi1043_1
EColi5082_1,C95_EColi5082_1,C90_EColi5082_1,C70_EColi5082_1,C50_EColi4602_1,C40_EColi105_1,C30_EColi105_1
EColi5083_0,C95_EColi5083_0,C90_EColi5083_0,C70_EColi5083_0,C50_EColi5083_0,C40_EColi3317_0,C30_EColi3317_0
EColi5084_1,C95_EColi5084_1,C90_EColi5084_1,C70_EColi5084_1,C50_EColi5084_1,C40_EColi5084_1,C30_EColi5084_1
EColi5085_0,C95_EColi5085_0,C90_EColi5085_0,C70_EColi5085_0,C50_EColi5085_0,C40_EColi5085_0,C30_EColi3635_0
EColi5086_0,C95_EColi5086_0,C90_EColi5086_0,C70_EColi5086_0,C50_EColi5086_0,C40_EColi5086_0,C30_EColi5086_0
EColi5087_1,C95_EColi5087_1,C90_EColi5087_1,C70_EColi5087_1,C50_EColi5087_1,C40_EColi5087_1,C30_EColi2985_2
EColi5088_0,C95_EColi5088_0,C90_EColi5088_0,C70_EColi5088_0,C50_EColi1888_1,C40_EColi5454_2,C30_EColi4695_0
EColi5089_1,C95_EColi5089_1,C90_EColi5089_1,C70_EColi5089_1,C50_EColi6117_1,C40_EColi6117_1,C30_EColi3233_1
EColi5090_1,C95_EColi5090_1,C90_EColi5090_1,C70_EColi5090_1,C50_EColi5090_1,C40_EColi3433_1,C30_EColi3433_1
EColi5091_2,C95_EColi5091_2,C90_EColi5091_2,C70_EColi5091_2,C50_EColi5091_2,C40_EColi5091_2,C30_EColi5091_2
EColi5092_1,C95_EColi5092_1,C90_EColi5092_1,C70_EColi5092_1,C50_EColi5092_1,C40_EColi5092_1,C30_EColi5092_1
EColi5093_2,C95_EColi5093_2,C90_EColi5093_2,C70_EColi5093_2,C50_EColi5093_2,C40_EColi5093_2,C30_EColi2415_2
EColi5094_1,C95_EColi5094_1,C90_EColi5094_1,C70_EColi5094_1,C50_EColi5094_1,C40_EColi5094_1,C30_EColi5094_1
EColi5095_0,C95_EColi5095_0,C90_EColi5095_0,C70_EColi5095_0,C50_EColi5095_0,C40_EColi5095_0,C30_EColi1927_0
EColi5096_2,C95_EColi5096_2,C90_EColi5096_2,C70_EColi5096_2,C50_EColi5096_2,C40_EColi5096_2,C30_EColi5096_2
EColi5097_2,C95_EColi5097_2,C90_EColi5097_2,C70_EColi5097_2,C50_EColi5097_2,C40_EColi5097_2,C30_EColi5097_2
EColi5098_2,C95_EColi5098_2,C90_EColi5098_2,C70_EColi5098_2,C50_EColi5098_2,C40_EColi5098_2,C30_EColi5098_2
EColi5099_0,C95_EColi5099_0,C90_EColi5099_0,C70_EColi5099_0,C50_EColi4816_0,C40_EColi3371_0,C30_EColi5373_0
EColi5200_2,C95_EColi5200_2,C90_EColi5200_2,C70_EColi5200_2,C50_EColi1510_1,C40_EColi1510_1,C30_EColi1510_1
EColi5201_0,C95_EColi5201_0,C90_EColi5201_0,C70_EColi5201_0,C50_EColi5201_0,C40_EColi5201_0,C30_EColi5201_0
EColi5202_0,C95_EColi5202_0,C90_EColi5202_0,C70_EColi5202_0,C50_EColi5202_0,C40_EColi5202_0,C30_EColi5202_0
EColi5203_1,C95_EColi5203_1,C90_EColi5203_1,C70_EColi5203_1,C50_EColi1510_1,C40_EColi1510_1,C30_EColi1510_1
EColi5204_1,C95_EColi5204_1,C90_EColi5204_1,C70_EColi5204_1,C50_EColi5204_1,C40_EColi4773_2,C30_EColi4773_2
EColi5205_2,C95_EColi5205_2,C90_EColi5205_2,C70_EColi5205_2,C50_EColi5205_2,C40_EColi5205_2,C30_EColi1416_1
EColi5206_1,C95_EColi5206_1,C90_EColi5206_1,C70_EColi5206_1,C50_EColi5206_1,C40_EColi3737_2,C30_EColi3737_2
EColi5207_1,C95_EColi5207_1,C90_EColi5207_1,C70_EColi5207_1,C50_EColi5207_1,C40_EColi5207_1,C30_EColi5207_1
EColi5208_1,C95_EColi5208_1,C90_EColi5208_1,C70_EColi5208_1,C50_EColi149_2,C40_EColi149_2,C30_EColi149_2
EColi5209_1,C95_EColi5209_1,C90_EColi5209_1,C70_EColi5209_1,C50_EColi5209_1,C40_EColi1914_0,C30_EColi1914_0
EColi5210_1,C95_EColi5210_1,C90_EColi5210_1,C70_EColi5210_1,C50_EColi5210_1,C40_EColi5210_1,C30_EColi5210_1
EColi5211_1,C95_EColi5211_1,C90_EColi5211_1,C70_EColi5211_1,C50_EColi5211_1,C40_EColi5211_1,C30_EColi5211_1
EColi5212_1,C95_EColi5212_1,C90_EColi5212_1,C70_EColi5212_1,C50_EColi5212_1,C40_EColi5212_1,C30_EColi1100_1
EColi5213_1,C95_EColi5213_1,C90_EColi5213_1,C70_EColi5213_1,C50_EColi5213_1,C40_EColi3177_1,C30_EColi3177_1
EColi5214_1,C95_EColi5214_1,C90_EColi5214_1,C70_EColi5214_1,C50_EColi5214_1,C40_EColi5214_1,C30_EColi5214_1
EColi5215_1,C95_EColi5215_1,C90_EColi5215_1,C70_EColi5215_1,C50_EColi3942_2,C40_EColi2805_0,C30_EColi1100_1
EColi5216_1,C95_EColi5216_1,C90_EColi5216_1,C70_EColi5216_1,C50_EColi5216_1,C40_EColi5216_1,C30_EColi2851_2
EColi5217_0,C95_EColi5217_0,C90_EColi5217_0,C70_EColi5217_0,C50_EColi5217_0,C40_EColi4432_2,C30_EColi2021_2
EColi5218_0,C95_EColi5218_0,C90_EColi5218_0,C70_EColi5218_0,C50_EColi5218_0,C40_EColi5218_0,C30_EColi209_2
EColi5219_0,C95_EColi5219_0,C90_EColi5219_0,C70_EColi5219_0,C50_EColi5219_0,C40_EColi218_0,C30_EColi218_0
EColi5220_1,C95_EColi5220_1,C90_EColi5220_1,C70_EColi5220_1,C50_EColi3188_2,C40_EColi3188_2,C30_EColi3188_2
EColi5221_1,C95_EColi5221_1,C90_EColi5221_1,C70_EColi5221_1,C50_EColi5221_1,C40_EColi2902_2,C30_EColi2902_2
EColi5222_1,C95_EColi5222_1,C90_EColi5222_1,C70_EColi5222_1,C50_EColi5222_1,C40_EColi5222_1,C30_EColi1446_0
EColi5223_1,C95_EColi5223_1,C90_EColi5223_1,C70_EColi5223_1,C50_EColi5223_1,C40_EColi5223_1,C30_EColi5223_1
EColi5224_1,C95_EColi5224_1,C90_EColi5224_1,C70_EColi5224_1,C50_EColi5224_1,C40_EColi5224_1,C30_EColi1342_2
EColi5225_1,C95_EColi5225_1,C90_EColi5225_1,C70_EColi5225_1,C50_EColi5225_1,C40_EColi3968_2,C30_EColi3373_2
EColi5226_1,C95_EColi5226_1,C90_EColi5226_1,C70_EColi5226_1,C50_EColi5226_1,C40_EColi5226_1,C30_EColi1746_2
EColi5227_1,C95_EColi5227_1,C90_EColi5227_1,C70_EColi5227_1,C50_EColi5227_1,C40_EColi5505_0,C30_EColi5505_0
EColi5228_2,C95_EColi5228_2,C90_EColi5228_2,C70_EColi5228_2,C50_EColi5228_2,C40_EColi5228_2,C30_EColi5234_1
EColi5229_1,C95_EColi5229_1,C90_EColi5229_1,C70_EColi5229_1,C50_EColi3522_2,C40_EColi3522_2,C30_EColi3650_0
EColi5230_1,C95_EColi5230_1,C90_EColi5230_1,C70_EColi5230_1,C50_EColi5230_1,C40_EColi3512_0,C30_EColi3512_0
EColi5231_1,C95_EColi5231_1,C90_EColi5231_1,C70_EColi5231_1,C50_EColi5231_1,C40_EColi1231_2,C30_EColi1231_2
EColi5232_1,C95_EColi5232_1,C90_EColi5232_1,C70_EColi5232_1,C50_EColi5232_1,C40_EColi5232_1,C30_EColi5232_1
EColi5233_1,C95_EColi5233_1,C90_EColi5233_1,C70_EColi5233_1,C50_EColi5233_1,C40_EColi5233_1,C30_EColi895_0
EColi5234_1,C95_EColi5234_1,C90_EColi5234_1,C70_EColi5234_1,C50_EColi5234_1,C40_EColi5234_1,C30_EColi5234_1
EColi5235_1,C95_EColi5235_1,C90_EColi5235_1,C70_EColi5235_1,C50_EColi5235_1,C40_EColi5235_1,C30_EColi3060_0
EColi5236_1,C95_EColi5236_1,C90_EColi5236_1,C70_EColi5236_1,C50_EColi5236_1,C40_EColi5236_1,C30_EColi5236_1
EColi5237_1,C95_EColi5237_1,C90_EColi5237_1,C70_EColi5237_1,C50_EColi5237_1,C40_EColi5237_1,C30_EColi5237_1
EColi5238_1,C95_EColi5238_1,C90_EColi5238_1,C70_EColi5238_1,C50_EColi5238_1,C40_EColi5238_1,C30_EColi5238_1
EColi5239_1,C95_EColi5239_1,C90_EColi5239_1,C70_EColi5239_1,C50_EColi3845_0,C40_EColi3845_0,C30_EColi3845_0
EColi5240_2,C95_EColi5240_2,C90_EColi5240_2,C70_EColi5240_2,C50_EColi5240_2,C40_EColi3872_1,C30_EColi3854_1
EColi5241_1,C95_EColi5241_1,C90_EColi5241_1,C70_EColi5241_1,C50_EColi5241_1,C40_EColi5241_1,C30_EColi5241_1
EColi5242_1,C95_EColi5242_1,C90_EColi5242_1,C70_EColi5242_1,C50_EColi5242_1,C40_EColi5242_1,C30_EColi5242_1
EColi5243_1,C95_EColi5243_1,C90_EColi5243_1,C70_EColi5243_1,C50_EColi5243_1,C40_EColi6227_1,C30_EColi6227_1
EColi5244_1,C95_EColi5244_1,C90_EColi5244_1,C70_EColi5244_1,C50_EColi5244_1,C40_EColi5244_1,C30_EColi5244_1
EColi5245_1,C95_EColi5245_1,C90_EColi5245_1,C70_EColi5245_1,C50_EColi5245_1,C40_EColi5245_1,C30_EColi5245_1
EColi5246_1,C95_EColi5246_1,C90_EColi5246_1,C70_EColi5246_1,C50_EColi5246_1,C40_EColi5246_1,C30_EColi5246_1
EColi5247_1,C95_EColi5247_1,C90_EColi5247_1,C70_EColi5247_1,C50_EColi5209_1,C40_EColi1914_0,C30_EColi1914_0
EColi5248_1,C95_EColi5248_1,C90_EColi5248_1,C70_EColi5248_1,C50_EColi5248_1,C40_EColi5248_1,C30_EColi1363_1
EColi5249_1,C95_EColi5249_1,C90_EColi5249_1,C70_EColi5249_1,C50_EColi5249_1,C40_EColi5249_1,C30_EColi4512_0
